,date,value
1230,2019-05-16,672
1231,2019-05-17,675
1232,2019-05-18,634
1233,2019-05-19,805
1234,2019-05-20,837
1235,2019-05-21,786
1236,2019-05-22,711
1237,2019-05-23,745
1238,2019-05-24,733
1239,2019-05-25,692
1240,2019-05-26,766
1241,2019-05-27,870
1242,2019-05-28,808
1243,2019-05-29,751
1244,2019-05-30,709
1245,2019-05-31,567
1246,2019-06-01,554
1247,2019-06-02,588
1248,2019-06-03,741
1249,2019-06-04,630
1250,2019-06-05,498
1251,2019-06-06,512
1252,2019-06-07,417
1253,2019-06-08,445
1254,2019-06-09,614
1255,2019-06-10,730
1256,2019-06-11,567
1257,2019-06-12,556
1258,2019-06-13,565
1259,2019-06-14,503
1260,2019-06-15,447
1261,2019-06-16,455
1262,2019-06-17,660
1263,2019-06-18,481
1264,2019-06-19,438
1265,2019-06-20,445
1266,2019-06-21,480
1267,2019-06-22,394
1268,2019-06-23,392
1269,2019-06-24,544
1270,2019-06-25,505
1271,2019-06-26,427
1272,2019-06-27,452
1273,2019-06-28,470
1274,2019-06-29,374
1275,2019-06-30,427
1276,2019-07-01,530
1277,2019-07-02,463
1278,2019-07-03,509
1279,2019-07-04,472
1280,2019-07-05,487
1281,2019-07-06,430
1282,2019-07-07,375
1283,2019-07-08,455
1284,2019-07-09,524
1285,2019-07-10,431
1286,2019-07-11,401
1287,2019-07-12,381
1288,2019-07-13,330
1289,2019-07-14,345
1290,2019-07-15,383
1291,2019-07-16,427
1292,2019-07-17,369
1293,2019-07-18,400
1294,2019-07-19,401
1295,2019-07-20,361
1296,2019-07-21,355
1297,2019-07-22,428
1298,2019-07-23,451
1299,2019-07-24,480
1300,2019-07-25,468
1301,2019-07-26,396
1302,2019-07-27,388
1303,2019-07-28,418
1304,2019-07-29,469
1305,2019-07-30,426
1306,2019-07-31,435
1307,2019-08-01,449
1308,2019-08-02,436
1309,2019-08-03,398
1310,2019-08-04,327
1311,2019-08-05,393
1312,2019-08-06,389
1313,2019-08-07,334
1314,2019-08-08,332
1315,2019-08-09,366
1316,2019-08-10,313
1317,2019-08-11,295
1318,2019-08-12,416
1319,2019-08-13,394
1320,2019-08-14,399
1321,2019-08-15,435
1322,2019-08-16,345
1323,2019-08-17,368
1324,2019-08-18,354
1325,2019-08-19,435
1326,2019-08-20,483
1327,2019-08-21,478
1328,2019-08-22,458
1329,2019-08-23,456
1330,2019-08-24,514
1331,2019-08-25,408
1332,2019-08-26,483
1333,2019-08-27,456
1334,2019-08-28,479
1335,2019-08-29,485
1336,2019-08-30,538
1337,2019-08-31,483
1338,2019-09-01,383
1339,2019-09-02,406
1340,2019-09-03,445
1341,2019-09-04,411
1342,2019-09-05,409
1343,2019-09-06,391
1344,2019-09-07,402
1345,2019-09-08,397
1346,2019-09-09,712
1347,2019-09-10,710
1348,2019-09-11,733
1349,2019-09-12,635
1350,2019-09-13,446
1351,2019-09-14,421
1352,2019-09-15,580
1353,2019-09-16,834
1354,2019-09-17,702
1355,2019-09-18,788
1356,2019-09-19,747
1357,2019-09-20,763
1358,2019-09-21,606
1359,2019-09-22,692
1360,2019-09-23,1057
1361,2019-09-24,911
1362,2019-09-25,873
1363,2019-09-26,739
1364,2019-09-27,723
1365,2019-09-28,652
1366,2019-09-29,781
1367,2019-09-30,1081
1368,2019-10-01,998
1369,2019-10-02,967
1370,2019-10-03,861
1371,2019-10-04,833
1372,2019-10-05,887
1373,2019-10-06,893
1374,2019-10-07,1032
1375,2019-10-08,1005
1376,2019-10-09,935
1377,2019-10-10,777
1378,2019-10-11,646
1379,2019-10-12,618
1380,2019-10-13,942
1381,2019-10-14,1244
1382,2019-10-15,1167
1383,2019-10-16,1080
1384,2019-10-17,1112
1385,2019-10-18,1255
1386,2019-10-19,1060
1387,2019-10-20,1136
1388,2019-10-21,1432
1389,2019-10-22,1332
1390,2019-10-23,1243
1391,2019-10-24,1258
1392,2019-10-25,1073
1393,2019-10-26,936
1394,2019-10-27,1062
1395,2019-10-28,1433
1396,2019-10-29,1249
1397,2019-10-30,1262
1398,2019-10-31,1281
1399,2019-11-01,1122
1400,2019-11-02,1008
1401,2019-11-03,1146
1402,2019-11-04,1233
1403,2019-11-05,1274
1404,2019-11-06,1159
1405,2019-11-07,1147
1406,2019-11-08,965
1407,2019-11-09,882
1408,2019-11-10,1047
1409,2019-11-11,1404
1410,2019-11-12,1299
1411,2019-11-13,1440
1412,2019-11-14,1303
1413,2019-11-15,1130
1414,2019-11-16,905
1415,2019-11-17,1026
1416,2019-11-18,1211
1417,2019-11-19,1112
1418,2019-11-20,1113
1419,2019-11-21,1071
1420,2019-11-22,932
1421,2019-11-23,726
1422,2019-11-24,928
1423,2019-11-25,1229
1424,2019-11-26,1087
1425,2019-11-27,962
1426,2019-11-28,1222
1427,2019-11-29,1267
1428,2019-11-30,893
1429,2019-12-01,1024
1430,2019-12-02,1166
1431,2019-12-03,1123
1432,2019-12-04,1082
1433,2019-12-05,1081
1434,2019-12-06,996
1435,2019-12-07,698
1436,2019-12-08,853
1437,2019-12-09,1006
1438,2019-12-10,990
1439,2019-12-11,965
1440,2019-12-12,999
1441,2019-12-13,862
1442,2019-12-14,671
1443,2019-12-15,845
1444,2019-12-16,901
1445,2019-12-17,941
1446,2019-12-18,831
1447,2019-12-19,892
1448,2019-12-20,709
1449,2019-12-21,624
1450,2019-12-22,772
1451,2019-12-23,891
1452,2019-12-24,812
1453,2019-12-25,735
1454,2019-12-26,822
1455,2019-12-27,758
1456,2019-12-28,667
1457,2019-12-29,700
1458,2019-12-30,860
1459,2019-12-31,686
1460,2020-01-01,641
1461,2020-01-02,808
1462,2020-01-03,802
1463,2020-01-04,583
1464,2020-01-05,637
1465,2020-01-06,695
1466,2020-01-07,646
1467,2020-01-08,573
1468,2020-01-09,465
1469,2020-01-10,435
1470,2020-01-11,311
1471,2020-01-12,306
1472,2020-01-13,361
1473,2020-01-14,312
1474,2020-01-15,353
1475,2020-01-16,362
1476,2020-01-17,378
1477,2020-01-18,326
1478,2020-01-19,283
1479,2020-01-20,405
1480,2020-01-21,349
1481,2020-01-22,304
1482,2020-01-23,237
1483,2020-01-24,172
1484,2020-01-25,198
1485,2020-01-26,170
1486,2020-01-27,226
1487,2020-01-28,293
1488,2020-01-29,324
1489,2020-01-30,442
1490,2020-01-31,407
1491,2020-02-01,397
1492,2020-02-02,387
1493,2020-02-03,450
1494,2020-02-04,472
1495,2020-02-05,434
1496,2020-02-06,418
1497,2020-02-07,420
1498,2020-02-08,384
1499,2020-02-09,344
1500,2020-02-10,445
1501,2020-02-11,474
1502,2020-02-12,396
1503,2020-02-13,429
1504,2020-02-14,398
1505,2020-02-15,327
1506,2020-02-16,346
1507,2020-02-17,429
1508,2020-02-18,443
1509,2020-02-19,422
1510,2020-02-20,428
1511,2020-02-21,454
1512,2020-02-22,350
1513,2020-02-23,353
1514,2020-02-24,525
1515,2020-02-25,626
1516,2020-02-26,713
1517,2020-02-27,717
1518,2020-02-28,478
1519,2020-03-01,635
1520,2020-03-02,1129
1521,2020-03-03,1208
1522,2020-03-04,1176
1523,2020-03-05,1221
1524,2020-03-06,1295
1525,2020-03-07,977
1526,2020-03-08,1042
1527,2020-03-09,1333
1528,2020-03-10,1264
1529,2020-03-11,1311
1530,2020-03-12,1420
1531,2020-03-13,1395
1532,2020-03-14,1009
1533,2020-03-15,1012
1534,2020-03-16,1566
1535,2020-03-17,1431
1536,2020-03-18,1600
1537,2020-03-19,1519
1538,2020-03-20,1193
1539,2020-03-21,1066
1540,2020-03-22,1331
1541,2020-03-23,1585
1542,2020-03-24,1194
1543,2020-03-25,1360
1544,2020-03-26,1117
1545,2020-03-27,1130
1546,2020-03-28,985
1547,2020-03-29,1163
1548,2020-03-30,1309
1549,2020-03-31,1094
1550,2020-04-01,1044
1551,2020-04-02,1139
1552,2020-04-03,872
1553,2020-04-04,866
1554,2020-04-05,1110
1555,2020-04-06,1394
1556,2020-04-07,1246
1557,2020-04-08,1247
1558,2020-04-09,1173
1559,2020-04-10,1196
1560,2020-04-11,1080
1561,2020-04-12,1387
1562,2020-04-13,1792
1563,2020-04-14,1388
1564,2020-04-15,1296
1565,2020-04-16,1312
1566,2020-04-17,1253
1567,2020-04-18,1085
1568,2020-04-19,1376
1569,2020-04-20,1631
1570,2020-04-21,1431
1571,2020-04-22,1289
1572,2020-04-23,1407
1573,2020-04-24,1271
1574,2020-04-25,1143
1575,2020-04-26,1371
1576,2020-04-27,1447
1577,2020-04-28,1321
1578,2020-04-29,1344
1579,2020-04-30,1419
1580,2020-05-01,1358
1581,2020-05-02,1191
1582,2020-05-03,1375
1583,2020-05-04,1532
1584,2020-05-05,1313
1585,2020-05-06,1385
1586,2020-05-07,1217
1587,2020-05-08,1340
1588,2020-05-09,1000
1589,2020-05-10,1259
1590,2020-05-11,1543
1591,2020-05-12,1326
1592,2020-05-13,1411
1593,2020-05-14,1443
1594,2020-05-15,1250
1595,2020-05-16,1139
1596,2020-05-17,1301
1597,2020-05-18,1343
1598,2020-05-19,1267
1599,2020-05-20,1221
1600,2020-05-21,1308
1601,2020-05-22,1145
1602,2020-05-23,948
1603,2020-05-24,1176
1604,2020-05-25,1411
1605,2020-05-26,1392
1606,2020-05-27,1426
1607,2020-05-28,1337
1608,2020-05-29,1266
1609,2020-05-30,1072
1610,2020-05-31,1251
1611,2020-06-01,1577
1612,2020-06-02,1457
1613,2020-06-03,1509
1614,2020-06-04,1533
1615,2020-06-05,1334
1616,2020-06-06,1086
1617,2020-06-07,1278
1618,2020-06-08,1718
1619,2020-06-09,1631
1620,2020-06-10,1732
1621,2020-06-11,1548
1622,2020-06-12,1324
1623,2020-06-13,1146
1624,2020-06-14,1358
1625,2020-06-15,1809
1626,2020-06-16,1696
1627,2020-06-17,1940
1628,2020-06-18,1633
1629,2020-06-19,1564
1630,2020-06-20,1342
1631,2020-06-21,1166
1632,2020-06-22,1664
1633,2020-06-23,1468
1634,2020-06-24,1246
1635,2020-06-25,1010
1636,2020-06-26,924
1637,2020-06-27,1000
1638,2020-06-28,1012
1639,2020-06-29,1313
1640,2020-06-30,1315
1641,2020-07-01,1340
1642,2020-07-02,1338
1643,2020-07-03,1191
1644,2020-07-04,915
1645,2020-07-05,1038
1646,2020-07-06,1752
1647,2020-07-07,1425
1648,2020-07-08,1314
1649,2020-07-09,1284
1650,2020-07-10,1289
1651,2020-07-11,1192
1652,2020-07-12,1319
1653,2020-07-13,1500
1654,2020-07-14,1308
1655,2020-07-15,1413
1656,2020-07-16,1414
1657,2020-07-17,1344
1658,2020-07-18,1154
1659,2020-07-19,1427
1660,2020-07-20,1426
1661,2020-07-21,1500
1662,2020-07-22,1448
1663,2020-07-23,1316
1664,2020-07-24,1176
1665,2020-07-25,1055
1666,2020-07-26,1295
1667,2020-07-27,1412
1668,2020-07-28,1344
1669,2020-07-29,1225
1670,2020-07-30,1251
1671,2020-07-31,1271
1672,2020-08-01,1261
1673,2020-08-02,1300
1674,2020-08-03,1393
1675,2020-08-04,1243
1676,2020-08-05,1257
1677,2020-08-06,1080
1678,2020-08-07,1165
1679,2020-08-08,1135
1680,2020-08-09,1283
1681,2020-08-10,1284
1682,2020-08-11,1292
1683,2020-08-12,1319
1684,2020-08-13,1195
1685,2020-08-14,1136
1686,2020-08-15,1081
1687,2020-08-16,1189
1688,2020-08-17,1281
1689,2020-08-18,1243
1690,2020-08-19,1297
1691,2020-08-20,1227
1692,2020-08-21,1255
1693,2020-08-22,1032
1694,2020-08-23,1121
1695,2020-08-24,1242
1696,2020-08-25,1167
1697,2020-08-26,1211
1698,2020-08-27,1158
1699,2020-08-28,1309
1700,2020-08-29,1010
1701,2020-08-30,1077
1702,2020-08-31,1382
1703,2020-09-01,1470
1704,2020-09-02,1471
1705,2020-09-03,1524
1706,2020-09-04,1667
1707,2020-09-05,1425
1708,2020-09-06,1338
1709,2020-09-07,1718
1710,2020-09-08,1634
1711,2020-09-09,1919
1712,2020-09-10,1782
1713,2020-09-11,1529
1714,2020-09-12,1258
1715,2020-09-13,1326
1716,2020-09-14,2030
1717,2020-09-15,1772
1718,2020-09-16,2224
1719,2020-09-17,1980
1720,2020-09-18,2059
1721,2020-09-19,1191
1722,2020-09-20,1415
1723,2020-09-21,1940
1724,2020-09-22,1594
1725,2020-09-23,1838
1726,2020-09-24,1866
1727,2020-09-25,1909
1728,2020-09-26,1578
1729,2020-09-27,1246
1730,2020-09-28,2104
1731,2020-09-29,1785
1732,2020-09-30,1690
1733,2020-10-01,948
1734,2020-10-02,926
1735,2020-10-03,955
1736,2020-10-04,1326
1737,2020-10-05,1988
1738,2020-10-06,1868
1739,2020-10-07,1751
1740,2020-10-08,1589
1741,2020-10-09,1097
1742,2020-10-10,1100
1743,2020-10-11,1486
1744,2020-10-12,1754
1745,2020-10-13,1540
1746,2020-10-14,1595
1747,2020-10-15,1731
1748,2020-10-16,2088
1749,2020-10-17,1279
1750,2020-10-18,1654
1751,2020-10-19,2147
1752,2020-10-20,1869
1753,2020-10-21,1989
1754,2020-10-22,1830
1755,2020-10-23,2087
1756,2020-10-24,1393
1757,2020-10-25,1791
1758,2020-10-26,2454
1759,2020-10-27,1944
1760,2020-10-28,1906
1761,2020-10-29,1770
1762,2020-10-30,1978
1763,2020-10-31,1212
1764,2020-11-01,1641
1765,2020-11-02,2041
1766,2020-11-03,1776
1767,2020-11-04,1966
1768,2020-11-05,1755
1769,2020-11-06,1828
1770,2020-11-07,1381
1771,2020-11-08,1853
1772,2020-11-09,2063
1773,2020-11-10,1695
1774,2020-11-11,1788
1775,2020-11-12,1632
1776,2020-11-13,1760
1777,2020-11-14,1284
1778,2020-11-15,1576
1779,2020-11-16,2183
1780,2020-11-17,1762
1781,2020-11-18,1815
1782,2020-11-19,1853
1783,2020-11-20,1823
1784,2020-11-21,1171
1785,2020-11-22,1500
1786,2020-11-23,1685
1787,2020-11-24,1511
1788,2020-11-25,1570
1789,2020-11-26,1526
1790,2020-11-27,1655
1791,2020-11-28,1160
1792,2020-11-29,1578
1793,2020-11-30,1910
1794,2020-12-01,1608
1795,2020-12-02,1524
1796,2020-12-03,1400
1797,2020-12-04,1581
1798,2020-12-05,1292
1799,2020-12-06,1568
1800,2020-12-07,2075
1801,2020-12-08,1762
1802,2020-12-09,1725
1803,2020-12-10,1608
1804,2020-12-11,1698
1805,2020-12-12,1166
1806,2020-12-13,1572
1807,2020-12-14,1792
1808,2020-12-15,1572
1809,2020-12-16,1677
1810,2020-12-17,1605
1811,2020-12-18,1484
1812,2020-12-19,1197
1813,2020-12-20,1511
1814,2020-12-21,1698
1815,2020-12-22,1820
1816,2020-12-23,1664
1817,2020-12-24,1492
1818,2020-12-25,1381
1819,2020-12-26,1096
1820,2020-12-27,1328
1821,2020-12-28,1642
1822,2020-12-29,1362
1823,2020-12-30,1449
1824,2020-12-31,1114
1825,2021-01-01,734
1826,2021-01-02,871
1827,2021-01-03,1121
1828,2021-01-04,1622
1829,2021-01-05,1615
1830,2021-01-06,1653
1831,2021-01-07,1085
1832,2021-01-08,1296
1833,2021-01-09,770
1834,2021-01-10,956
1835,2021-01-11,1392
1836,2021-01-12,1182
1837,2021-01-13,960
1838,2021-01-14,965
1839,2021-01-15,773
1840,2021-01-16,508
1841,2021-01-17,518
1842,2021-01-18,503
1843,2021-01-19,589
1844,2021-01-20,725
1845,2021-01-21,799
1846,2021-01-22,767
1847,2021-01-23,611
1848,2021-01-24,656
1849,2021-01-25,787
1850,2021-01-26,764
1851,2021-01-27,741
1852,2021-01-28,735
1853,2021-01-29,715
1854,2021-01-30,698
1855,2021-01-31,869
1856,2021-02-01,847
1857,2021-02-02,779
1858,2021-02-03,694
1859,2021-02-04,735
1860,2021-02-05,670
1861,2021-02-06,474
1862,2021-02-07,460
1863,2021-02-08,605
1864,2021-02-09,502
1865,2021-02-10,419
1866,2021-02-11,288
1867,2021-02-12,221
1868,2021-02-13,264
1869,2021-02-14,304
1870,2021-02-15,413
1871,2021-02-16,527
1872,2021-02-17,677
1873,2021-02-18,643
1874,2021-02-19,687
1875,2021-02-20,728
1876,2021-02-21,810
1877,2021-02-22,1365
1878,2021-02-23,1655
1879,2021-02-24,2020
1880,2021-02-25,1944
1881,2021-02-26,2296
1882,2021-02-27,866
1883,2021-02-28,864
1884,2021-03-01,1306
1885,2021-03-02,1963
1886,2021-03-03,2251
1887,2021-03-04,2237
1888,2021-03-05,1916
1889,2021-03-06,1190
1890,2021-03-07,1491
1891,2021-03-08,2538
1892,2021-03-09,2558
1893,2021-03-10,2531
1894,2021-03-11,2498
1895,2021-03-12,2095
1896,2021-03-13,1421
1897,2021-03-14,1755
1898,2021-03-15,2472
1899,2021-03-16,2187
1900,2021-03-17,2599
1901,2021-03-18,2373
1902,2021-03-19,2197
1903,2021-03-20,1671
1904,2021-03-21,1742
1905,2021-03-22,2153
1906,2021-03-23,1750
1907,2021-03-24,1801
1908,2021-03-25,1656
1909,2021-03-26,1519
1910,2021-03-27,1197
1911,2021-03-28,1453
1912,2021-03-29,1862
1913,2021-03-30,1607
1914,2021-03-31,1662
1915,2021-04-01,1639
1916,2021-04-02,1294
1917,2021-04-03,1428
1918,2021-04-04,1454
1919,2021-04-05,1612
1920,2021-04-06,1757
1921,2021-04-07,2219
1922,2021-04-08,2144
1923,2021-04-09,2089
1924,2021-04-10,1383
1925,2021-04-11,1765
1926,2021-04-12,2515
1927,2021-04-13,1957
1928,2021-04-14,2258
1929,2021-04-15,2116
1930,2021-04-16,1830
1931,2021-04-17,1602
1932,2021-04-18,1756
1933,2021-04-19,2195
1934,2021-04-20,1962
1935,2021-04-21,2102
1936,2021-04-22,1969
1937,2021-04-23,2004
1938,2021-04-24,1415
1939,2021-04-25,1712
1940,2021-04-26,1971
1941,2021-04-27,1801
1942,2021-04-28,2202
1943,2021-04-29,2211
1944,2021-04-30,1832
1945,2021-05-01,1396
1946,2021-05-02,1586
1947,2021-05-03,2076
1948,2021-05-04,1635
1949,2021-05-05,1881
1950,2021-05-06,1883
1951,2021-05-07,1922
1952,2021-05-08,1131
1953,2021-05-09,1376
1954,2021-05-10,1896
1955,2021-05-11,1639
1956,2021-05-12,1606
1957,2021-05-13,1618
1958,2021-05-14,1646
1959,2021-05-15,1579
1960,2021-05-16,1825
1961,2021-05-17,2315
1962,2021-05-18,2309
1963,2021-05-19,2368
1964,2021-05-20,2430
1965,2021-05-21,2037
1966,2021-05-22,1662
1967,2021-05-23,1777
1968,2021-05-24,2485
1969,2021-05-25,2184
1970,2021-05-26,2362
1971,2021-05-27,2268
1972,2021-05-28,2044
1973,2021-05-29,1727
1974,2021-05-30,1758
1975,2021-05-31,2613
1976,2021-06-01,2544
1977,2021-06-02,2462
1978,2021-06-03,2310
1979,2021-06-04,2207
1980,2021-06-05,1614
1981,2021-06-06,1841
1982,2021-06-07,2382
1983,2021-06-08,2440
1984,2021-06-09,2461
1985,2021-06-10,2182
1986,2021-06-11,2176
1987,2021-06-12,2024
1988,2021-06-13,1867
1989,2021-06-14,2128
1990,2021-06-15,2856
1991,2021-06-16,2761
1992,2021-06-17,2583
1993,2021-06-18,1771
1994,2021-06-19,1530
1995,2021-06-20,1654
1996,2021-06-21,2496
1997,2021-06-22,2413
1998,2021-06-23,2335
1999,2021-06-24,2180
2000,2021-06-25,2047
2001,2021-06-26,1652
2002,2021-06-27,1761
2003,2021-06-28,2436
2004,2021-06-29,2589
2005,2021-06-30,3098
2006,2021-07-01,4170
2007,2021-07-02,3205
2008,2021-07-03,2511
2009,2021-07-04,2504
2010,2021-07-05,3167
2011,2021-07-06,3064
2012,2021-07-07,2904
2013,2021-07-08,3425
2014,2021-07-09,2767
2015,2021-07-10,2452
2016,2021-07-11,2394
2017,2021-07-12,3419
2018,2021-07-13,2967
2019,2021-07-14,2853
2020,2021-07-15,2756
2021,2021-07-16,2349
2022,2021-07-17,2132
2023,2021-07-18,2147
2024,2021-07-19,3006
2025,2021-07-20,2803
2026,2021-07-21,2618
2027,2021-07-22,2762
2028,2021-07-23,2291
2029,2021-07-24,2121
2030,2021-07-25,2155
2031,2021-07-26,2367
2032,2021-07-27,2320
2033,2021-07-28,2150
2034,2021-07-29,2278
2035,2021-07-30,1983
2036,2021-07-31,1752
2037,2021-08-01,1819
2038,2021-08-02,2080
2039,2021-08-03,1977
2040,2021-08-04,2014
2041,2021-08-05,2127
2042,2021-08-06,2044
2043,2021-08-07,1835
2044,2021-08-08,1715
2045,2021-08-09,2082
2046,2021-08-10,2172
2047,2021-08-11,2222
2048,2021-08-12,1992
2049,2021-08-13,1927
2050,2021-08-14,1714
2051,2021-08-15,1887
2052,2021-08-16,2098
2053,2021-08-17,1954
2054,2021-08-18,1960
2055,2021-08-19,2028
2056,2021-08-20,1882
2057,2021-08-21,1814
2058,2021-08-22,1836
2059,2021-08-23,1945
2060,2021-08-24,1866
2061,2021-08-25,1920
2062,2021-08-26,1937
2063,2021-08-27,1585
2064,2021-08-28,1317
2065,2021-08-29,1754
2066,2021-08-30,2060
2067,2021-08-31,2254
2068,2021-09-01,2095
2069,2021-09-02,2059
2070,2021-09-03,1805
2071,2021-09-04,1333
2072,2021-09-05,1534
2073,2021-09-06,2020
2074,2021-09-07,2500
2075,2021-09-08,1919
2076,2021-09-09,2243
2077,2021-09-10,1720
2078,2021-09-11,1566
2079,2021-09-12,1791
2080,2021-09-13,1947
2081,2021-09-14,1983
2082,2021-09-15,1667
2083,2021-09-16,2711
2084,2021-09-17,2161
2085,2021-09-18,1291
2086,2021-09-19,1098
2087,2021-09-20,1162
2088,2021-09-21,1662
2089,2021-09-22,2172
2090,2021-09-23,2789
2091,2021-09-24,1918
2092,2021-09-25,1365
2093,2021-09-26,1852
2094,2021-09-27,3007
2095,2021-09-28,2835
2096,2021-09-29,2581
2097,2021-09-30,3290
2098,2021-10-01,1957
2099,2021-10-02,1369
2100,2021-10-03,1718
2101,2021-10-04,2806
2102,2021-10-05,2670
2103,2021-10-06,2263
2104,2021-10-07,2307
2105,2021-10-08,1740
2106,2021-10-09,1248
2107,2021-10-10,1359
2108,2021-10-11,1705
2109,2021-10-12,2086
2110,2021-10-13,2135
2111,2021-10-14,2039
2112,2021-10-15,2213
2113,2021-10-16,1601
2114,2021-10-17,2052
2115,2021-10-18,2992
2116,2021-10-19,2796
2117,2021-10-20,2563
2118,2021-10-21,2895
2119,2021-10-22,2531
2120,2021-10-23,1715
2121,2021-10-24,2076
2122,2021-10-25,3055
2123,2021-10-26,2973
2124,2021-10-27,2444
2125,2021-10-28,2603
2126,2021-10-29,2105
2127,2021-10-30,1683
2128,2021-10-31,2043
2129,2021-11-01,2421
2130,2021-11-02,2528
2131,2021-11-03,2247
2132,2021-11-04,2305
2133,2021-11-05,2059
2134,2021-11-06,1611
2135,2021-11-07,1946
2136,2021-11-08,2530
2137,2021-11-09,2402
2138,2021-11-10,2133
2139,2021-11-11,2264
2140,2021-11-12,2022
2141,2021-11-13,1478
2142,2021-11-14,1808
2143,2021-11-15,2585
2144,2021-11-16,2201
2145,2021-11-17,1814
2146,2021-11-18,2226
2147,2021-11-19,2128
2148,2021-11-20,1290
2149,2021-11-21,1813
2150,2021-11-22,2531
2151,2021-11-23,2375
2152,2021-11-24,1793
2153,2021-11-25,1956
2154,2021-11-26,1888
2155,2021-11-27,1379
2156,2021-11-28,1707
2157,2021-11-29,1944
2158,2021-11-30,1758
2159,2021-12-01,1439
2160,2021-12-02,1727
2161,2021-12-03,1728
2162,2021-12-04,1403
2163,2021-12-05,1733
2164,2021-12-06,2376
2165,2021-12-07,2320
2166,2021-12-08,2020
2167,2021-12-09,2255
2168,2021-12-10,1814
2169,2021-12-11,1331
2170,2021-12-12,1674
2171,2021-12-13,2146
2172,2021-12-14,2092
2173,2021-12-15,1784
2174,2021-12-16,1910
2175,2021-12-17,1622
2176,2021-12-18,1259
2177,2021-12-19,1528
2178,2021-12-20,2236
2179,2021-12-21,2033
2180,2021-12-22,1788
2181,2021-12-23,1838
2182,2021-12-24,1413
2183,2021-12-25,1095
2184,2021-12-26,1418
2185,2021-12-27,2151
2186,2021-12-28,1792
2187,2021-12-29,1445
2188,2021-12-30,1416
2189,2021-12-31,820
2190,2022-01-01,886
2191,2022-01-02,1336
2192,2022-01-03,1527
2193,2022-01-04,1688
2194,2022-01-05,1461
2195,2022-01-06,1573
2196,2022-01-07,1175
2197,2022-01-08,814
2198,2022-01-09,961
2199,2022-01-10,1415
2200,2022-01-11,1241
2201,2022-01-12,1030
2202,2022-01-13,1084
2203,2022-01-14,956
2204,2022-01-15,618
2205,2022-01-16,625
2206,2022-01-17,726
2207,2022-01-18,652
2208,2022-01-19,718
2209,2022-01-20,730
2210,2022-01-21,774
2211,2022-01-22,737
2212,2022-01-23,786
2213,2022-01-24,1207
2214,2022-01-25,1026
2215,2022-01-26,1013
2216,2022-01-27,958
2217,2022-01-28,850
2218,2022-01-29,717
2219,2022-01-30,700
2220,2022-01-31,475
2221,2022-02-01,430
2222,2022-02-02,434
2223,2022-02-03,538
2224,2022-02-04,539
2225,2022-02-05,589
2226,2022-02-06,636
2227,2022-02-07,895
2228,2022-02-08,822
2229,2022-02-09,809
2230,2022-02-10,966
2231,2022-02-11,1020
2232,2022-02-12,654
2233,2022-02-13,892
2234,2022-02-14,1583
2235,2022-02-15,1636
2236,2022-02-16,1699
2237,2022-02-17,2298
2238,2022-02-18,2062
2239,2022-02-19,1131
2240,2022-02-20,1349
2241,2022-02-21,2547
2242,2022-02-22,2738
2243,2022-02-23,2597
2244,2022-02-24,2523
2245,2022-02-25,2393
2246,2022-02-26,991
2247,2022-02-27,980
2248,2022-02-28,1356
2249,2022-03-01,2510
2250,2022-03-02,2604
2251,2022-03-03,2343
2252,2022-03-04,2289
2253,2022-03-05,1531
2254,2022-03-06,1861
2255,2022-03-07,2735
2256,2022-03-08,2643
2257,2022-03-09,2408
2258,2022-03-10,2418
2259,2022-03-11,2140
2260,2022-03-12,1527
2261,2022-03-13,1783
2262,2022-03-14,2582
2263,2022-03-15,2475
2264,2022-03-16,2225
2265,2022-03-17,2267
2266,2022-03-18,1842
2267,2022-03-19,1335
2268,2022-03-20,1651
2269,2022-03-21,2210
2270,2022-03-22,2285
2271,2022-03-23,1903
2272,2022-03-24,1852
2273,2022-03-25,1774
2274,2022-03-26,1704
2275,2022-03-27,2035
2276,2022-03-28,2620
2277,2022-03-29,2038
2278,2022-03-30,2211
2279,2022-03-31,2194
2280,2022-04-01,2083
2281,2022-04-02,1612
2282,2022-04-03,1865
2283,2022-04-04,1850
2284,2022-04-05,2024
2285,2022-04-06,2719
2286,2022-04-07,2652
2287,2022-04-08,2652
2288,2022-04-09,1899
2289,2022-04-10,2150
2290,2022-04-11,2621
2291,2022-04-12,2572
2292,2022-04-13,2417
2293,2022-04-14,2464
2294,2022-04-15,2206
2295,2022-04-16,1541
2296,2022-04-17,1922
2297,2022-04-18,2271
2298,2022-04-19,2286
2299,2022-04-20,1807
2300,2022-04-21,1795
2301,2022-04-22,1890
2302,2022-04-23,1357
2303,2022-04-24,1688
2304,2022-04-25,2706
2305,2022-04-26,2322
2306,2022-04-27,2131
2307,2022-04-28,2157
2308,2022-04-29,1904
2309,2022-04-30,1405
2310,2022-05-01,1758
2311,2022-05-02,2027
2312,2022-05-03,1929
2313,2022-05-04,1641
2314,2022-05-05,1644
2315,2022-05-06,1530
2316,2022-05-07,1291
2317,2022-05-08,1537
2318,2022-05-09,1925
2319,2022-05-10,1905
2320,2022-05-11,1563
2321,2022-05-12,1420
2322,2022-05-13,1472
2323,2022-05-14,1278
2324,2022-05-15,1543
2325,2022-05-16,1793
2326,2022-05-17,1745
2327,2022-05-18,1695
2328,2022-05-19,1691
2329,2022-05-20,1472
2330,2022-05-21,1421
